age,income,loan_amount,loan_tenure_months,avg_dpd_per_delinquency,delinquency_ratio,credit_utilization_ratio,num_open_accounts,residence_type,loan_purpose,loan_type,default
53,12431.87,6559.67,6,5.9,0.133,0.4474,5,Rented,Personal,Unsecured,0
29,20966.21,11910.98,12,18.5,0.0076,0.2575,6,Rented,Auto,Unsecured,0
21,9677.8,10975.94,12,6.0,0.0166,0.2142,7,Owned,Auto,Secured,0
64,16247.49,14428.99,24,1.3,0.2987,0.2015,2,Rented,Personal,Secured,0
55,20412.58,11505.95,6,10.5,0.195,0.1947,7,Owned,Personal,Unsecured,0
31,15930.3,5009.59,60,4.3,0.0884,0.3955,2,Rented,Personal,Secured,0
54,5505.24,11772.64,48,28.6,0.1299,0.8505,7,Rented,Personal,Unsecured,1
36,6458.94,15841.18,6,1.1,0.0504,0.4304,3,Mortgage,Personal,Unsecured,1
29,19767.16,19226.01,36,6.8,0.0043,0.0698,6,Owned,Personal,Unsecured,0
52,22637.21,16810.55,6,13.5,0.0416,0.2534,5,Rented,Personal,Secured,0
35,20714.53,4021.29,12,22.6,0.0368,0.2461,7,Mortgage,Education,Unsecured,0
32,22829.94,5318.57,18,13.8,0.0882,0.1215,2,Mortgage,Auto,Unsecured,0
53,15755.66,6713.79,24,27.4,0.0072,0.5304,7,Owned,Auto,Unsecured,0
34,23907.54,19528.02,18,13.8,0.013,0.1991,5,Owned,Home,Unsecured,0
28,20688.48,14474.94,6,3.6,0.086,0.2473,7,Rented,Education,Unsecured,0
28,12884.35,25196.61,48,18.2,0.0946,0.1975,4,Owned,Home,Secured,0
47,22115.63,18422.11,48,7.8,0.0067,0.1623,5,Rented,Personal,Unsecured,0
32,20368.4,12476.95,60,12.3,0.2085,0.5317,3,Mortgage,Home,Unsecured,0
21,31379.95,9722.6,60,3.5,0.1672,0.1664,1,Owned,Personal,Unsecured,0
63,29034.56,13870.85,12,40.0,0.0633,0.2092,3,Rented,Personal,Secured,0
60,17261.57,16205.53,18,9.5,0.124,0.4248,5,Rented,Home,Secured,0
62,14658.56,18054.71,24,19.6,0.1222,0.1351,7,Rented,Personal,Unsecured,0
31,30472.89,10554.97,36,24.6,0.1363,0.1123,6,Rented,Auto,Unsecured,0
59,22412.32,22959.94,18,7.5,0.1448,0.3153,7,Mortgage,Auto,Secured,0
63,16606.82,11778.24,48,14.2,0.3383,0.2643,5,Rented,Personal,Secured,1
51,3000.0,17916.05,36,26.5,0.0259,0.1804,1,Rented,Personal,Unsecured,0
37,11956.0,13683.64,48,3.0,0.1749,0.0489,3,Owned,Personal,Unsecured,0
53,11399.78,10228.43,60,3.7,0.2472,0.2834,3,Owned,Auto,Secured,0
52,16828.95,2181.99,60,19.4,0.0426,0.6713,7,Owned,Personal,Unsecured,0
49,22948.15,5805.71,6,3.9,0.0756,0.038,5,Rented,Home,Secured,0
41,24170.03,17883.68,6,2.7,0.0864,0.3835,4,Rented,Personal,Unsecured,0
41,30000.29,15761.69,24,0.5,0.0818,0.3608,6,Rented,Personal,Unsecured,0
60,25451.17,14963.26,36,5.0,0.1166,0.1082,6,Rented,Education,Unsecured,0
43,7596.26,19770.77,36,21.0,0.1076,0.1222,2,Rented,Home,Unsecured,0
26,26240.06,7103.93,24,3.1,0.1876,0.1839,5,Owned,Education,Secured,0
42,31866.6,9639.86,60,46.9,0.0293,0.3442,5,Rented,Education,Unsecured,1
58,31470.46,9978.17,48,0.3,0.1591,0.4406,6,Rented,Home,Unsecured,1
57,8297.09,5306.25,18,2.7,0.0571,0.2379,2,Rented,Education,Secured,0
28,16471.23,8004.19,24,8.6,0.0876,0.155,1,Rented,Auto,Secured,0
61,25687.79,6637.5,60,15.9,0.1895,0.2817,5,Mortgage,Education,Secured,0
55,8733.26,4150.7,6,7.8,0.0727,0.2188,4,Owned,Education,Unsecured,0
31,4200.68,7515.37,36,0.6,0.0043,0.2541,1,Rented,Education,Unsecured,0
44,20511.65,11670.89,12,5.1,0.0401,0.0868,1,Owned,Personal,Unsecured,0
41,12595.27,20935.5,48,19.7,0.1137,0.2115,1,Owned,Auto,Unsecured,0
22,4948.39,6903.76,60,0.9,0.3862,0.1073,5,Rented,Personal,Unsecured,0
60,27836.16,17367.31,12,7.2,0.0876,0.164,6,Owned,Personal,Unsecured,0
39,19314.5,13105.91,6,10.4,0.0702,0.1498,1,Mortgage,Home,Unsecured,0
59,13834.46,14184.85,36,54.9,0.0088,0.3428,3,Rented,Personal,Unsecured,0
48,10290.53,12723.93,36,2.4,0.2992,0.0825,5,Mortgage,Home,Unsecured,1
37,19396.53,2732.47,24,28.8,0.1546,0.3212,5,Rented,Personal,Unsecured,0
26,22123.34,6741.69,18,6.2,0.0087,0.5192,2,Mortgage,Auto,Unsecured,0
39,20607.46,14867.9,24,0.6,0.0375,0.2248,6,Owned,Auto,Unsecured,0
58,5848.69,12230.95,12,19.2,0.1786,0.3155,1,Owned,Home,Unsecured,1
48,21814.82,3771.48,36,0.9,0.0697,0.3307,5,Rented,Home,Secured,0
22,23555.6,10912.64,18,1.0,0.0686,0.2303,7,Owned,Personal,Unsecured,0
58,15252.77,14961.81,24,0.0,0.1664,0.2037,6,Rented,Education,Secured,0
57,26316.88,5730.87,18,5.0,0.1734,0.1669,4,Owned,Personal,Unsecured,1
24,11184.66,10016.81,60,2.3,0.0026,0.4739,4,Rented,Personal,Unsecured,0
42,28324.68,19591.82,48,1.8,0.0596,0.2909,6,Rented,Auto,Secured,0
46,19058.53,14946.58,48,19.6,0.0634,0.1302,5,Rented,Education,Unsecured,0
63,14030.64,19933.3,12,6.6,0.005,0.5139,5,Owned,Personal,Unsecured,0
56,15452.41,10118.27,18,6.0,0.0212,0.3075,4,Owned,Education,Unsecured,0
33,25994.28,17408.43,60,16.3,0.0699,0.3218,7,Rented,Education,Unsecured,0
52,19897.94,6842.14,48,5.6,0.0065,0.3384,4,Rented,Home,Unsecured,0
37,23160.54,16151.62,36,1.4,0.0765,0.2931,3,Mortgage,Personal,Unsecured,0
61,26597.35,8425.21,48,1.1,0.3075,0.2663,4,Rented,Home,Unsecured,0
56,13792.18,14285.8,18,4.0,0.175,0.407,7,Rented,Education,Unsecured,0
39,19018.39,14538.53,18,13.3,0.0661,0.4896,7,Rented,Personal,Unsecured,0
55,16204.35,15441.17,24,9.2,0.0612,0.1928,3,Rented,Personal,Unsecured,0
60,26136.46,6959.54,60,20.7,0.0211,0.1549,5,Rented,Home,Unsecured,0
48,14940.36,13582.15,60,1.7,0.0784,0.3192,1,Rented,Home,Secured,0
21,18382.65,12125.46,18,6.5,0.4367,0.4542,6,Owned,Auto,Secured,0
62,36365.8,18272.1,18,17.7,0.0592,0.4301,6,Owned,Education,Unsecured,0
38,28280.93,8799.26,12,12.9,0.0575,0.3302,6,Owned,Auto,Secured,0
60,9718.18,5469.04,18,3.4,0.1752,0.2273,1,Rented,Home,Unsecured,1
53,25215.81,3773.37,60,3.2,0.0917,0.2527,2,Owned,Education,Unsecured,0
32,23510.15,10571.6,24,5.3,0.1629,0.2116,6,Rented,Personal,Unsecured,0
28,9194.91,9865.63,60,0.2,0.1306,0.3441,3,Owned,Personal,Unsecured,0
44,17119.55,10496.88,24,1.7,0.0936,0.2073,4,Rented,Home,Unsecured,0
36,10418.38,10520.19,60,4.5,0.0914,0.3778,3,Mortgage,Education,Unsecured,1
24,3000.0,18972.08,60,13.0,0.0055,0.1472,2,Owned,Home,Secured,1
58,16832.23,11264.92,36,10.0,0.1088,0.3276,7,Rented,Home,Secured,0
64,13951.28,17656.43,48,50.4,0.0141,0.1865,2,Owned,Personal,Unsecured,0
47,9192.78,13921.4,12,4.2,0.0846,0.1731,3,Rented,Personal,Unsecured,0
29,17923.31,7436.06,6,19.4,0.0209,0.3878,4,Owned,Auto,Unsecured,0
36,3000.0,12042.33,36,4.2,0.0487,0.2226,5,Mortgage,Personal,Secured,0
32,18330.2,19727.63,18,2.9,0.3345,0.2108,5,Owned,Home,Unsecured,0
51,18123.18,17075.84,48,6.8,0.0847,0.2957,5,Mortgage,Auto,Secured,0
44,23429.92,18012.54,12,6.7,0.5041,0.1964,6,Rented,Personal,Unsecured,0
34,5174.57,14524.13,36,3.7,0.0543,0.7299,2,Owned,Personal,Unsecured,1
45,35115.39,9613.68,24,22.0,0.029,0.2232,6,Owned,Education,Unsecured,0
54,32046.42,20200.26,12,26.4,0.0712,0.3436,3,Rented,Personal,Unsecured,0
23,11814.28,14797.44,12,7.7,0.001,0.322,2,Rented,Home,Unsecured,0
44,29677.91,16654.51,60,10.6,0.3531,0.3642,4,Mortgage,Home,Unsecured,0
62,24856.58,12542.68,60,11.5,0.2045,0.5993,6,Owned,Personal,Unsecured,0
29,14484.6,6833.07,18,3.5,0.1277,0.1921,1,Owned,Education,Secured,1
46,13145.18,13974.74,12,11.3,0.0774,0.3783,2,Owned,Auto,Secured,0
40,13750.2,20469.74,48,5.2,0.0132,0.2219,4,Owned,Auto,Unsecured,0
60,40610.95,16041.27,60,5.5,0.1397,0.1928,7,Rented,Home,Secured,0
30,28880.96,14769.18,60,20.9,0.0298,0.244,4,Owned,Personal,Unsecured,0
39,16377.82,7700.56,48,8.2,0.0316,0.352,4,Rented,Home,Unsecured,1
23,17068.62,19615.22,12,27.2,0.0381,0.3451,1,Rented,Personal,Unsecured,1
44,24779.59,18736.2,6,13.1,0.0817,0.4839,5,Mortgage,Home,Unsecured,0
25,24429.15,3088.72,60,8.0,0.3386,0.176,3,Mortgage,Personal,Secured,0
23,10344.99,16644.58,18,12.2,0.0417,0.0706,2,Owned,Personal,Unsecured,0
47,20380.31,10752.72,60,4.0,0.3646,0.3847,1,Rented,Education,Secured,0
36,13579.65,13458.38,12,6.2,0.3428,0.2229,4,Rented,Personal,Secured,1
35,19217.6,7912.03,12,5.9,0.1212,0.1567,1,Rented,Education,Unsecured,0
55,17615.89,12603.84,6,17.6,0.0329,0.4265,2,Owned,Home,Unsecured,0
32,26141.16,6498.59,6,3.8,0.1458,0.6752,3,Mortgage,Education,Unsecured,0
61,15853.78,7983.8,24,8.1,0.0872,0.0683,2,Owned,Education,Unsecured,1
64,18946.54,14588.48,18,5.6,0.0248,0.6523,7,Owned,Personal,Unsecured,0
46,3000.0,8215.89,6,28.6,0.0945,0.2249,6,Mortgage,Home,Unsecured,0
54,20589.22,14144.56,12,19.3,0.0591,0.0419,1,Mortgage,Education,Secured,0
43,11771.83,12548.6,6,26.8,0.1406,0.4925,6,Rented,Personal,Secured,0
51,5862.92,23909.84,36,5.8,0.0145,0.7181,4,Owned,Personal,Unsecured,0
40,27032.91,8766.01,24,5.1,0.0907,0.2379,6,Rented,Home,Unsecured,0
32,17665.85,10318.9,24,3.2,0.038,0.0672,4,Rented,Personal,Unsecured,0
43,3000.0,8417.57,48,2.7,0.0321,0.4096,5,Rented,Home,Secured,0
24,11731.01,19148.64,18,5.9,0.0756,0.1102,5,Owned,Personal,Unsecured,0
43,18040.01,12532.36,24,1.8,0.1902,0.7218,3,Owned,Auto,Secured,1
21,18277.99,11193.09,18,55.6,0.0534,0.1856,3,Mortgage,Personal,Secured,1
45,14004.75,15851.5,36,1.9,0.1233,0.6208,6,Owned,Auto,Unsecured,0
22,3000.0,7649.2,48,13.9,0.0408,0.3772,6,Rented,Personal,Secured,0
50,13584.7,5289.17,12,18.0,0.136,0.3347,5,Rented,Home,Unsecured,0
23,26568.27,13425.75,36,32.0,0.0627,0.1584,5,Rented,Personal,Unsecured,0
41,29219.16,12810.63,18,3.6,0.1111,0.4313,2,Owned,Education,Unsecured,0
45,13140.07,8317.62,18,20.9,0.1282,0.3845,2,Mortgage,Personal,Unsecured,0
40,33066.67,13778.05,18,3.4,0.0811,0.1414,6,Rented,Auto,Unsecured,0
42,5063.91,21249.31,12,7.0,0.0674,0.1246,4,Owned,Home,Secured,0
41,11519.75,14238.22,48,8.6,0.2153,0.6863,7,Rented,Personal,Unsecured,0
53,25131.97,2088.98,48,7.2,0.1049,0.3082,6,Rented,Personal,Unsecured,0
58,23872.44,19085.54,18,1.8,0.3445,0.2869,4,Mortgage,Education,Secured,0
35,17923.05,21946.79,36,45.4,0.1438,0.2636,5,Rented,Personal,Secured,0
35,9046.99,14645.67,48,1.9,0.0314,0.0954,2,Owned,Home,Unsecured,1
45,9025.62,12856.6,12,0.7,0.0078,0.307,5,Owned,Home,Unsecured,1
41,12194.53,4262.64,36,0.0,0.1966,0.1119,5,Owned,Personal,Unsecured,0
44,9373.27,7672.24,60,13.8,0.0075,0.3504,3,Mortgage,Education,Unsecured,0
25,19045.63,10465.31,12,0.5,0.0895,0.3305,5,Owned,Personal,Unsecured,0
26,17261.86,8327.79,18,2.5,0.3285,0.3258,4,Owned,Home,Secured,1
63,8709.11,9452.96,48,7.4,0.044,0.2399,3,Owned,Home,Unsecured,0
64,15160.94,12617.53,12,2.5,0.0906,0.3396,2,Rented,Personal,Secured,0
43,3000.0,8577.29,6,17.7,0.0135,0.1273,4,Rented,Personal,Secured,0
24,20713.76,19597.29,36,6.5,0.0768,0.2942,1,Owned,Home,Secured,0
47,23733.8,12372.19,6,22.0,0.031,0.2336,2,Rented,Home,Secured,0
38,10705.52,14522.69,6,21.9,0.0361,0.1204,6,Owned,Personal,Unsecured,0
41,11708.99,14546.5,18,6.4,0.0261,0.3511,1,Rented,Personal,Secured,0
48,20063.11,13913.24,60,2.4,0.0367,0.4366,4,Rented,Personal,Unsecured,0
55,18850.13,12237.27,18,4.5,0.4274,0.1283,2,Owned,Home,Unsecured,0
42,24184.95,16997.35,6,21.7,0.1114,0.1852,1,Owned,Personal,Unsecured,0
60,11786.56,18045.88,12,17.4,0.0818,0.3109,1,Owned,Education,Unsecured,0
43,12715.54,1683.85,18,2.7,0.0244,0.434,2,Rented,Personal,Unsecured,0
23,16234.41,4814.27,36,6.8,0.1221,0.3607,5,Rented,Education,Secured,0
60,9471.02,9286.01,6,13.3,0.0607,0.2582,7,Owned,Personal,Unsecured,1
30,16060.17,6422.11,36,3.7,0.1759,0.5103,4,Rented,Personal,Unsecured,0
45,9601.81,8324.68,60,12.1,0.0124,0.2479,4,Rented,Home,Secured,0
28,21340.56,9735.85,48,1.0,0.0454,0.0625,3,Rented,Personal,Unsecured,0
31,10517.55,10715.46,60,7.6,0.0201,0.0557,2,Rented,Personal,Secured,0
25,20023.14,4544.24,36,5.0,0.0039,0.4959,4,Rented,Auto,Secured,0
57,29652.93,9928.81,36,0.6,0.2158,0.0886,1,Rented,Personal,Unsecured,0
58,21425.79,19113.38,6,18.1,0.2036,0.2382,2,Rented,Personal,Unsecured,0
49,19407.09,10743.02,24,3.4,0.0823,0.1785,6,Rented,Personal,Secured,0
25,7090.88,14959.89,60,2.1,0.0918,0.0548,1,Owned,Auto,Secured,1
29,29112.28,11663.47,48,8.6,0.0234,0.2245,2,Rented,Personal,Secured,0
22,26925.83,12574.42,18,21.9,0.0428,0.3109,1,Mortgage,Personal,Unsecured,0
21,16749.24,11422.47,36,17.5,0.0304,0.2354,1,Mortgage,Personal,Secured,0
60,14927.06,15714.96,6,1.4,0.0082,0.2298,2,Mortgage,Education,Unsecured,0
50,11488.16,7895.58,24,5.4,0.0034,0.2453,3,Rented,Home,Secured,0
31,32315.02,12855.24,6,29.9,0.0937,0.4918,7,Rented,Home,Unsecured,0
48,24271.72,9115.12,18,2.0,0.0908,0.0625,7,Mortgage,Auto,Secured,0
64,11932.74,15351.01,60,7.8,0.008,0.3314,1,Rented,Home,Unsecured,0
32,26794.16,6460.18,60,0.1,0.1404,0.1325,2,Owned,Auto,Unsecured,0
59,28713.19,15252.76,6,1.0,0.1744,0.623,5,Owned,Home,Unsecured,0
46,17830.3,13042.78,60,3.1,0.1418,0.0462,6,Owned,Personal,Unsecured,0
33,15245.22,5676.46,12,2.8,0.1265,0.0486,5,Owned,Personal,Unsecured,0
28,10055.33,20730.6,48,8.2,0.0988,0.1822,6,Rented,Education,Unsecured,0
48,23659.43,14789.2,12,2.2,0.0039,0.1211,7,Rented,Personal,Unsecured,0
50,14583.39,6571.65,60,9.7,0.0488,0.1117,7,Owned,Home,Unsecured,0
29,14252.61,12783.73,36,20.8,0.0099,0.0659,7,Owned,Auto,Unsecured,0
59,17907.77,3803.36,6,16.9,0.0209,0.6739,3,Mortgage,Personal,Secured,0
51,11455.94,3427.79,6,12.9,0.4349,0.0656,2,Owned,Education,Unsecured,0
41,30227.39,17981.24,36,1.2,0.1001,0.3803,6,Mortgage,Home,Unsecured,0
54,25743.29,5999.54,36,2.8,0.2273,0.0774,3,Mortgage,Personal,Unsecured,0
51,18612.46,15936.69,60,4.0,0.2559,0.0873,6,Owned,Home,Secured,0
45,11190.03,17836.28,48,10.8,0.0061,0.6387,1,Owned,Home,Secured,0
32,11621.93,7079.86,60,3.6,0.0497,0.0985,6,Owned,Education,Unsecured,0
21,11269.13,22399.88,24,0.2,0.0546,0.5577,6,Rented,Home,Secured,0
42,8154.42,12463.6,6,14.9,0.0885,0.0351,5,Rented,Education,Unsecured,0
60,20581.49,12241.79,18,22.7,0.0851,0.0711,3,Owned,Home,Unsecured,0
57,12860.5,7008.92,18,11.9,0.3287,0.5116,1,Mortgage,Home,Unsecured,0
21,12403.59,7099.31,18,4.1,0.1076,0.0917,7,Mortgage,Personal,Secured,0
21,11488.5,1030.23,36,10.4,0.0253,0.1038,5,Rented,Personal,Unsecured,0
62,26028.63,8115.73,36,12.6,0.3491,0.4222,3,Rented,Home,Unsecured,1
62,11931.4,17831.31,36,1.7,0.0636,0.2364,1,Rented,Home,Secured,0
41,28152.36,6908.9,60,18.4,0.0518,0.3288,6,Rented,Auto,Unsecured,0
35,15698.45,7343.79,18,13.5,0.0125,0.1601,4,Rented,Home,Secured,0
37,8039.35,5568.86,24,7.4,0.011,0.298,5,Rented,Home,Secured,0
42,21754.14,5193.68,48,1.4,0.0342,0.548,1,Owned,Personal,Unsecured,0
58,25098.21,16437.88,12,17.4,0.1331,0.2431,7,Rented,Home,Unsecured,0
55,11135.73,5925.74,6,4.3,0.1038,0.238,4,Mortgage,Education,Unsecured,1
36,18505.92,11341.29,12,2.0,0.0114,0.2715,3,Rented,Personal,Unsecured,0
28,20547.7,10223.55,6,48.4,0.1038,0.1764,4,Rented,Personal,Unsecured,1
37,18765.07,16783.09,36,9.4,0.3794,0.3937,6,Owned,Education,Secured,1
37,14334.85,7818.53,18,15.7,0.0139,0.6131,5,Mortgage,Personal,Unsecured,0
46,25052.96,9845.32,12,1.5,0.1827,0.2183,2,Mortgage,Home,Unsecured,0
33,15991.07,6537.88,36,9.6,0.34,0.2987,3,Rented,Home,Secured,0
37,13154.56,8798.82,6,13.2,0.4841,0.0034,4,Mortgage,Personal,Unsecured,1
58,3879.34,7493.18,48,3.2,0.0616,0.3574,1,Owned,Personal,Unsecured,0
37,3953.94,11276.45,48,1.6,0.0583,0.1689,2,Rented,Education,Unsecured,1
34,19727.23,20004.3,12,14.2,0.3018,0.0098,2,Owned,Personal,Unsecured,1
26,17383.6,10982.38,12,3.2,0.0726,0.311,3,Rented,Personal,Secured,0
55,25099.56,17873.7,12,8.9,0.1843,0.2718,4,Rented,Personal,Secured,0
34,27042.27,16725.04,12,15.1,0.1957,0.1448,5,Rented,Personal,Secured,0
28,16039.17,11786.98,12,1.3,0.0376,0.1361,4,Rented,Education,Unsecured,0
35,25589.2,16807.7,36,7.5,0.25,0.4936,4,Rented,Education,Secured,0
47,13505.23,13153.36,60,14.5,0.1182,0.3133,3,Owned,Personal,Unsecured,0
33,16800.88,4855.75,6,1.6,0.0796,0.5167,3,Rented,Education,Unsecured,0
51,16572.12,11805.59,6,0.6,0.1976,0.5546,1,Rented,Personal,Unsecured,0
55,30632.5,13029.77,24,4.1,0.1885,0.625,5,Rented,Education,Unsecured,0
26,7772.11,20814.84,60,17.8,0.1851,0.3156,7,Rented,Education,Secured,0
25,18473.1,7341.7,60,2.5,0.1803,0.0632,3,Rented,Personal,Secured,0
42,12431.72,14289.13,18,3.0,0.2028,0.2551,1,Rented,Personal,Secured,0
43,15607.88,5846.03,48,0.6,0.0299,0.2331,6,Owned,Education,Unsecured,1
45,15265.74,19714.58,12,3.0,0.2174,0.1885,2,Rented,Education,Secured,0
54,18576.51,18118.55,48,7.8,0.3084,0.2653,1,Mortgage,Education,Secured,0
46,28775.34,6005.38,6,16.7,0.0787,0.2122,5,Rented,Home,Secured,0
25,33216.0,20705.75,18,2.0,0.0305,0.668,1,Rented,Home,Unsecured,1
46,23252.57,17385.45,18,3.4,0.0118,0.4596,6,Owned,Personal,Secured,0
40,10166.94,18326.03,36,3.2,0.2629,0.5941,1,Owned,Home,Unsecured,0
26,16602.99,19849.47,12,8.5,0.0196,0.3258,3,Rented,Home,Secured,0
26,20084.82,17630.84,24,7.8,0.0704,0.3466,5,Mortgage,Education,Secured,0
38,14744.61,10318.58,18,4.6,0.0251,0.1071,1,Rented,Personal,Secured,0
24,15783.4,19511.6,36,22.1,0.0358,0.1837,7,Owned,Home,Secured,0
37,17430.72,7533.74,12,14.3,0.0504,0.4759,4,Rented,Home,Unsecured,0
34,24177.7,8123.11,6,7.4,0.0332,0.2955,1,Rented,Home,Secured,0
34,22241.45,9723.28,24,9.2,0.1545,0.2853,7,Owned,Home,Unsecured,0
33,13118.67,13667.92,12,3.5,0.1809,0.2281,2,Rented,Education,Unsecured,0
27,22742.67,7410.73,36,36.8,0.0626,0.2471,2,Rented,Auto,Unsecured,0
64,31794.89,6011.18,48,3.5,0.1158,0.554,1,Rented,Personal,Secured,0
35,5896.41,7419.67,36,10.0,0.04,0.3204,6,Rented,Education,Secured,0
39,14501.36,10184.12,36,17.6,0.0888,0.2613,1,Owned,Home,Secured,0
63,13893.16,12352.43,36,39.8,0.2811,0.432,4,Rented,Home,Unsecured,1
64,18639.33,8193.94,36,13.7,0.263,0.1781,1,Mortgage,Personal,Unsecured,0
55,3409.0,5942.53,24,0.5,0.0609,0.5812,3,Owned,Personal,Unsecured,0
37,28888.7,13949.06,18,2.2,0.3113,0.4714,7,Owned,Auto,Secured,0
55,18374.33,21024.93,60,10.0,0.2386,0.4358,5,Rented,Home,Unsecured,0
39,20385.07,9926.73,18,1.8,0.3362,0.5511,6,Owned,Home,Secured,0
40,19458.53,16459.74,60,8.1,0.0987,0.2469,4,Rented,Education,Secured,0
56,13867.74,12010.53,6,12.8,0.1339,0.5662,1,Owned,Personal,Unsecured,0
55,23589.24,15186.61,60,13.7,0.1403,0.2988,6,Owned,Home,Secured,0
52,18041.84,16076.54,18,6.3,0.0246,0.515,3,Owned,Education,Unsecured,0
64,3000.0,12024.3,36,0.9,0.1979,0.3617,6,Mortgage,Home,Unsecured,0
60,17134.69,7083.57,18,5.0,0.0407,0.1684,1,Rented,Personal,Unsecured,0
44,15779.42,5848.18,60,2.8,0.1328,0.3619,4,Rented,Auto,Secured,0
37,23573.93,17750.63,48,18.5,0.0841,0.4172,4,Rented,Personal,Unsecured,0
27,39611.3,15152.78,60,26.2,0.0504,0.1004,2,Mortgage,Personal,Unsecured,0
63,21021.48,16898.48,48,22.8,0.0403,0.0649,2,Rented,Home,Secured,0
21,34958.39,15381.57,18,6.3,0.0286,0.4052,1,Owned,Home,Unsecured,0
55,12510.19,17360.93,36,3.8,0.5237,0.6342,7,Owned,Education,Secured,0
52,13023.01,13109.77,60,17.0,0.0129,0.4765,5,Rented,Education,Secured,0
56,16028.53,4403.17,24,6.3,0.0013,0.4898,3,Rented,Home,Unsecured,0
33,21401.54,13406.39,36,13.7,0.0281,0.1698,2,Rented,Personal,Unsecured,0
26,12875.18,20966.21,18,3.9,0.3494,0.3064,7,Rented,Auto,Unsecured,1
34,5105.23,13755.86,18,23.6,0.0395,0.1888,2,Mortgage,Personal,Secured,0
57,18184.44,5852.36,6,27.2,0.0479,0.1294,7,Rented,Personal,Unsecured,0
35,8856.05,15673.88,36,2.5,0.0284,0.5012,5,Mortgage,Personal,Secured,0
24,26926.63,22838.95,6,7.7,0.0604,0.2341,6,Rented,Home,Secured,1
60,23150.96,9208.64,6,11.6,0.0879,0.5924,4,Mortgage,Personal,Unsecured,0
36,11923.8,13630.11,12,3.1,0.2962,0.0883,1,Rented,Personal,Secured,0
48,21646.34,14376.8,48,1.9,0.0265,0.046,1,Rented,Home,Unsecured,0
36,13614.73,13018.06,6,2.5,0.3132,0.4093,3,Rented,Personal,Unsecured,0
24,17582.46,15988.55,48,18.2,0.0365,0.0512,5,Rented,Personal,Unsecured,0
46,17666.63,9974.13,18,3.8,0.0975,0.1541,7,Owned,Personal,Secured,0
48,15314.96,15133.89,60,6.9,0.0388,0.1047,7,Owned,Education,Secured,0
52,24645.44,17837.25,18,0.2,0.0988,0.2452,6,Rented,Auto,Unsecured,1
22,9046.69,10820.99,12,2.8,0.1246,0.3655,5,Rented,Personal,Unsecured,0
51,22295.81,16027.8,12,7.4,0.0067,0.3399,5,Mortgage,Education,Secured,0
23,20436.23,10107.35,60,4.3,0.0952,0.5535,4,Rented,Auto,Unsecured,0
28,6763.4,5115.33,36,21.2,0.0623,0.0752,5,Rented,Personal,Secured,0
44,11644.63,5101.24,60,7.7,0.0089,0.2636,4,Rented,Education,Unsecured,0
35,9248.97,14305.97,12,13.5,0.0564,0.1604,1,Owned,Auto,Unsecured,0
63,15068.59,2619.19,24,9.6,0.0242,0.5997,7,Rented,Personal,Secured,0
51,18387.41,12463.58,18,36.1,0.0006,0.1236,7,Rented,Personal,Unsecured,0
29,10572.91,8046.52,18,6.4,0.0565,0.1461,4,Mortgage,Auto,Unsecured,0
59,25753.03,1030.35,48,3.0,0.1457,0.1005,1,Owned,Personal,Unsecured,0
22,26462.26,15412.26,12,1.2,0.0461,0.1251,7,Rented,Personal,Unsecured,0
28,27875.36,4984.02,48,30.5,0.0253,0.3855,3,Rented,Home,Secured,0
27,3000.0,23543.16,12,0.7,0.0795,0.235,5,Mortgage,Personal,Secured,0
64,33585.35,20185.95,18,4.6,0.11,0.1227,3,Owned,Auto,Unsecured,0
59,19328.43,11667.7,12,0.6,0.2053,0.2107,5,Owned,Personal,Unsecured,0
62,18378.4,1952.2,36,6.8,0.0327,0.0726,6,Rented,Personal,Secured,0
36,17185.01,13479.19,12,1.1,0.0023,0.2471,3,Mortgage,Education,Secured,0
55,7430.01,21172.67,12,1.9,0.305,0.1428,2,Rented,Education,Unsecured,1
50,20878.06,17308.34,60,13.4,0.4189,0.4212,2,Rented,Auto,Secured,0
30,30895.55,17625.23,36,0.7,0.1868,0.3145,4,Mortgage,Home,Unsecured,0
58,19232.19,19717.57,36,10.3,0.0427,0.2598,6,Owned,Auto,Secured,0
38,9079.23,5732.59,36,26.5,0.0046,0.0555,3,Mortgage,Home,Unsecured,0
25,5797.55,17432.3,48,17.9,0.0118,0.4799,5,Owned,Education,Secured,0
49,15647.81,21705.1,18,7.9,0.133,0.3981,1,Rented,Personal,Unsecured,1
59,12047.79,8901.27,60,0.2,0.0427,0.2001,4,Rented,Auto,Unsecured,0
54,23620.6,9989.67,12,30.2,0.2294,0.1677,6,Rented,Education,Unsecured,0
63,28963.35,19765.13,36,2.3,0.0777,0.119,4,Mortgage,Personal,Unsecured,0
43,21757.21,18973.55,36,15.5,0.1661,0.4185,6,Owned,Personal,Unsecured,0
25,17319.26,7649.91,18,3.6,0.0768,0.313,2,Owned,Auto,Unsecured,0
50,16939.75,5529.72,24,6.2,0.2072,0.666,6,Owned,Education,Secured,0
26,18568.67,11428.82,12,5.4,0.2079,0.296,3,Rented,Personal,Secured,0
64,8720.47,4633.64,24,16.7,0.0472,0.3894,3,Rented,Home,Secured,0
24,22818.12,7705.18,24,3.6,0.0039,0.4888,6,Rented,Auto,Secured,0
49,9353.46,8583.84,36,1.8,0.1561,0.6504,4,Mortgage,Personal,Unsecured,0
